ship_imo;ship_name;country;departure;container_id;container_type;container_group;net_weight;gross_weight;owner;declared;contact;customs_ok
COB1191390;St. Elena;AL;201602192;ANFW1167473;4530;42G0;90208179.12;2706245.37;Murray-Rath;Shoes;katelynn_dare@rutherford.com;true
COB1191390;St. Elena;AL;201602192;VRFQ1769503;2230;22H0;43383109.51;1301493.29;Kunze-Yundt;Kids, Books & Health;hope@haleyswift.name;true
COB1191390;St. Elena;AL;201602192;YWBZ1459104;L5RS;22VH;45757645.74;1372729.37;Ullrich and Sons;Toys, Movies, Grocery & Music;edd@oberbrunner.com;true
COB1191390;St. Elena;AL;201602192;BAYV1009299;20T2;22H0;10702218.64;321066.56;Stracke LLC;Music, Beauty, Clothing & Books;cortez@collins.co;true
COB1191390;St. Elena;AL;201602192;GZDS1280914;22P3;42UP;1765673.07;52970.19;Sauer-Schuster;Movies, Toys & Jewelery;layne.sawayn@rutherford.org;false
COB1191390;St. Elena;AL;201602192;AKQT1918938;20H1;42UP;79872560.82;2396176.82;Hermann-Wunsch;Toys, Tools, Books, Shoes & Clothing;lisandro.lindgren@fayhackett.io;true
COB1191390;St. Elena;AL;201602192;PLKY1387812;22U4;42P3;2911426.32;87342.79;Adams-Nader;Toys & Home;candida.jacobs@cummeratakreiger.org;true
COB1191390;St. Elena;AL;201602192;ZEAQ1652403;2071;49P0;17840164.39;892008.22;Pfeffer, Kirlin and Schowalter;Computers, Music & Shoes;emmy@schuster.org;true
COB1191390;St. Elena;AL;201602192;MHZB1279557;2272;42R1;11885295.71;594264.79;Senger, Grady and Kirlin;Outdoors, Jewelery & Kids;delaney@pollich.co;true
COB1191390;St. Elena;AL;201602192;JYKU1939831;42PS;45G0;10924543.58;327736.31;Glover Group;Kids, Garden, Books, Sports & Outdoors;eudora.bechtelar@romaguerakoch.net;true
COB1191390;St. Elena;AL;201602192;JARF1686074;4020;L5G1;722043.69;21661.31;McCullough-Koelpin;Jewelery & Garden;karina_jerde@lemke.net;true
COB1191390;St. Elena;AL;201602192;MIHT1371400;L5G1;22VH;15559781.81;777989.09;Effertz-Spinka;Kids, Clothing, Automotive, Music & Industrial;amos@flatleycruickshank.co;true
COB1191390;St. Elena;AL;201602192;GREZ1714449;45RT;45R1;199652253.66;5989567.61;Gulgowski, Rolfson and Keeling;Games, Beauty & Music;ursula@gislason.org;true
COB1191390;St. Elena;AL;201602192;WHGE1735818;44R3;22VH;140870951.68;7043547.58;Pfannerstill, Wilkinson and Schaden;Jewelery, Movies, Grocery, Toys & Books;leonel@bauchrath.org;true
COB1191390;St. Elena;AL;201602192;OYXI1654446;22T3;22H0;38917573.02;1945878.65;Rutherford, Goodwin and Ziemann;Jewelery;doyle@howellherzog.biz;true
COB1191390;St. Elena;AL;201602192;RDKA1303831;44H0;22P1;30239248.88;1511962.44;Kovacek-Reilly;Grocery;jammie_spencer@hellermurray.org;true
COB1191390;St. Elena;AL;201602192;ZKUD1219454;42G2;45UP;13279364.4;398380.93;Gusikowski-Heller;Computers, Clothing, Movies & Health;harry@rutherford.org;true
COB1191390;St. Elena;AL;201602192;ELJP1043238;22P3;22U1;33211549.24;996346.48;Effertz-O'Kon;Industrial, Garden & Books;george@thompsoncarter.biz;true
COB1191390;St. Elena;AL;201602192;UVNW1251491;4166;8888;22562820.74;1128141.04;Wolff, Reichert and Jast;Industrial, Clothing, Outdoors, Sports & Computers;isadore_fritsch@dibbert.co;true
COB1191390;St. Elena;AL;201602192;NJDC1239191;4420;42UP;3599121.66;107973.65;Beahan-Kessler;Jewelery;travon.kreiger@franecki.org;true
COB1191390;St. Elena;AL;201602192;NDJF1242765;2362;22G0;4411488.22;441148.82;Lind Group;Jewelery & Kids;alexanne@hermanbahringer.info;true
COB1191390;St. Elena;AL;201602192;HTXS1386087;4301;45G0;47137892.6;4713789.26;Mayert and Sons;Sports, Games & Baby;turner_graham@swift.org;true
COB1191390;St. Elena;AL;201602192;XCBR1804747;45G1;22VH;36549011.44;3654901.14;Labadie-Upton;Grocery;esther.wunsch@schneider.name;true
COB1191390;St. Elena;AL;201602192;EHZC1463089;22U3;22R1;19191319.5;1919131.95;Langosh-Bailey;Clothing;ana@koelpin.info;true
COB1191390;St. Elena;AL;201602192;JFKE1226286;22P8;45R1;92041041.91;9204104.19;Gleason and Sons;Toys & Electronics;shaun_watsica@feil.co;true
COB1191390;St. Elena;AL;201602192;GQAL1179849;20RE;L5G1;42499281.82;2124964.09;Kovacek Inc;Clothing;dell.zieme@keeblerruel.co;true
COB1191390;St. Elena;AL;201602192;RZEW1622073;40V0;42H0;77689862.56;7768986.26;McLaughlin Group;Games, Beauty, Industrial, Books & Automotive;chris@schadenadams.net;true
COB1191390;St. Elena;AL;201602192;ZUNR1803059;4104;22U1;1223219.38;61160.97;Hettinger, Wisoky and Mraz;Garden;sherwood@nikolaus.info;true
COB1191390;St. Elena;AL;201602192;RAJG1782339;45G0;22VH;87673321.7;2630199.65;Klocko, Gutkowski and Spencer;Automotive, Movies, Industrial, Grocery & Computers;augustine@langworth.biz;true
COB1191390;St. Elena;AL;201602192;VUHA1949392;2270;L5G1;38864331.37;3886433.14;Bechtelar-Rosenbaum;Shoes, Garden, Grocery, Games & Tools;kellie.wiza@franeckiconsidine.io;true
COB1191390;St. Elena;AL;201602192;MTDU1642476;3200;22R1;4910962.74;491096.27;Fay LLC;Sports & Baby;lois@leannon.info;true
COB1191390;St. Elena;AL;201602192;HDNS1669299;2062;22T0;28292321.49;1414616.07;Thompson, Murazik and Beatty;Sports, Electronics, Clothing, Beauty & Industrial;daphney@walker.name;true
COB1191390;St. Elena;AL;201602192;TGMV1198944;4367;22P1;233386341.77;7001590.25;Hettinger, Nolan and Rau;Books & Games;fausto_howell@corwin.biz;true
COB1191390;St. Elena;AL;201602192;EOIF1347627;28U1;45R1;19965367.41;1996536.74;Fay-Little;Garden, Health, Grocery & Outdoors;cindy.muller@orn.name;true
COB1191390;St. Elena;AL;201602192;ULJQ1548800;4420;22P3;16597317.35;1659731.74;Murazik Group;Garden;beth@morarcorwin.com;true
COB1191390;St. Elena;AL;201602192;RMKJ1890024;4531;42T0;10704581.31;535229.07;Bogan, Collins and Willms;Outdoors, Industrial, Grocery & Books;marcia@pfannerstillbarton.co;true
KRO1091605;Ike;GH;201602183;VNME1196810;20H6;42P1;8018009.32;400900.47;Jenkins LLC;Kids & Clothing;hank@oharaosinski.biz;true
KRO1091605;Ike;GH;201602183;ZCOW1289859;4510;L5R1;51686100.56;1550583.02;Weimann, D'Amore and Goldner;Music, Sports, Home, Industrial & Kids;lavern@stromanbuckridge.co;true
KRO1091605;Ike;GH;201602183;DTIS1444110;49PL;45UP;4088699.39;122660.98;Crist LLC;Computers & Jewelery;liana_hoppe@dibbertkshlerin.io;true
KRO1091605;Ike;GH;201602183;ZTHW1453632;2364;49P0;14128464.42;706423.22;Mayert-Hackett;Shoes, Music, Clothing, Baby & Movies;garfield.steuber@mante.net;true
KRO1091605;Ike;GH;201602183;REQT1458239;48P0;42H0;45578742.58;2278937.13;Jerde and Sons;Clothing, Jewelery, Automotive, Health & Home;glen@brekke.co;true
KRO1091605;Ike;GH;201602183;DBMO1705665;4560;8888;37015619.42;1850780.97;Goldner-Fadel;Health, Home & Toys;clair@kuvalitoltenberg.co;true
KRO1091605;Ike;GH;201602183;DFLS1738373;2210;45R1;18658778.31;1865877.83;Conroy Group;Outdoors & Movies;dave.satterfield@zemlakschmeler.name;true
KRO1091605;Ike;GH;201602183;QBCL1524130;45RE;45R1;43334.71;4333.47;Bradtke, Toy and Lehner;Industrial & Music;kelsi@hackett.info;true
KRO1091605;Ike;GH;201602183;TFKN1849859;40P4;42U1;221475141.62;11073757.08;Greenholt-Walker;Outdoors, Health, Baby, Home & Garden;domenick@lang.io;true
KRO1091605;Ike;GH;201602183;PEUR1267173;22TD;22U1;116303414.68;5815170.73;Schowalter-Stehr;Home & Garden;marquise@hills.info;true
KRO1091605;Ike;GH;201602183;SCXJ1474012;2042;L5R1;77711549.86;3885577.49;Robel-Little;Kids, Automotive & Home;paige@wintheiser.biz;true
KRO1091605;Ike;GH;201602183;QCJH1086833;L2G9;22T0;223169354.19;6695080.63;Bauch-Goldner;Tools & Home;concepcion_jakubowski@stroman.biz;true
KRO1091605;Ike;GH;201602183;KMXA1551713;2216;22P1;3093129.71;92793.89;Braun-Collier;Music & Shoes;garrick.sanford@harvey.co;true
KRO1091605;Ike;GH;201602183;LDCP1793666;22G0;45G0;20996554.88;629896.65;Hoeger LLC;Music;helen@macejkovicbarton.biz;true
KRO1091605;Ike;GH;201602183;AXLG1138339;20R3;L5G1;524872.86;52487.29;Koepp, Hintz and Bergnaum;Outdoors, Toys, Movies, Beauty & Industrial;jules_oconnell@reynolds.com;true
KRO1091605;Ike;GH;201602183;CRFU1771265;22P2;8888;39898553.77;1994927.69;McClure-Lindgren;Baby, Garden, Games & Home;nyah.hudson@herman.biz;true
KRO1091605;Ike;GH;201602183;YRAB1641654;42VH;45UP;69851932.4;2095557.97;Friesen-Mosciski;Tools, Shoes, Automotive, Games & Garden;rickie.mohr@kuhlmanmante.io;true
KRO1091605;Ike;GH;201602183;NHWS1111653;48P3;42G0;28259078.41;847772.35;Swift Inc;Kids, Home, Clothing, Shoes & Electronics;zane.casper@schinner.io;true
KRO1091605;Ike;GH;201602183;YLSC1454263;L5RS;42P1;33315041.69;999451.25;Frami-Goldner;Electronics;kali_barton@hane.com;true
KRO1091605;Ike;GH;201602183;XDKG1683036;4313;22H0;30778200.4;1538910.02;Ward-Olson;Clothing;coralie.mills@kreiger.name;true
KRO1091605;Ike;GH;201602183;LXVJ1961939;4025;42R1;101984844.13;3059545.32;Prosacco Group;Industrial, Outdoors, Garden & Automotive;tamara_larkin@kutch.io;true
KRO1091605;Ike;GH;201602183;GVBH1486404;20V4;12TR;15243109.72;457293.29;Fritsch Inc;Books, Tools, Garden, Music & Grocery;pinkie@baumbach.io;true
KRO1091605;Ike;GH;201602183;JUZA1918704;42TD;22P1;98834579.75;9883457.98;Harber, Howe and Ebert;Movies, Tools & Jewelery;layne_hettinger@crist.net;true
KRO1091605;Ike;GH;201602183;PKIO1305653;4025;22R1;12020053.25;360601.6;Ebert-Feil;Toys & Jewelery;cleveland@champlin.name;false
KRO1091605;Ike;GH;201602183;OHJN1587476;4053;42UP;55148197.95;2757409.9;Lakin, Kemmer and Beahan;Toys & Music;clementine@metzconnelly.name;true
KRO1091605;Ike;GH;201602183;RCPK1188430;2204;22P1;39960496.8;1998024.84;Metz Inc;Jewelery;kelly.farrell@hackett.info;true
KRO1091605;Ike;GH;201602183;YLIR1879993;24H6;42VH;6890068.3;206702.05;Maggio-Koss;Automotive;caleigh.rempel@king.net;true
KRO1091605;Ike;GH;201602183;KSEP1227818;2279;42R1;38583897.53;1157516.93;Labadie, Hammes and Grimes;Toys & Games;taurean.weimann@daugherty.io;true
KRO1091605;Ike;GH;201602183;EJZO1521852;32G0;42H0;113269072.89;3398072.19;Kautzer, Grady and Christiansen;Sports, Toys, Beauty & Music;earlene@collier.org;true
KRO1091605;Ike;GH;201602183;KUND1608749;2304;22B0;23902620.51;717078.62;Murphy-Quitzon;Music, Garden, Books & Outdoors;brandt.simonis@quigleyheller.biz;true
JMP1211539;John Navy;UG;201602204;TCIS1464363;2303;42T0;6111771.83;611177.18;Wunsch, Bruen and Schuppe;Jewelery, Baby & Sports;rosemarie.kozey@quitzon.io;true
JMP1211539;John Navy;UG;201602204;HBQG1256815;44R2;49P0;4381799.64;131453.99;Brown, Predovic and Kreiger;Kids, Movies & Baby;guillermo@rohan.info;true
JMP1211539;John Navy;UG;201602204;KXZT1283310;2061;42P1;24145737.16;2414573.72;Murphy Group;Music;theron@west.biz;true
JMP1211539;John Navy;UG;201602204;YRUM1094654;4232;8888;20870269.71;626108.09;Reilly Group;Tools, Books, Movies, Grocery & Baby;collin_dooley@carter.net;true
JMP1211539;John Navy;UG;201602204;RHNX1825408;40BK;42P1;9607056.39;480352.82;Donnelly-Reichel;Books & Computers;caroline@romaguera.com;false
JMP1211539;John Navy;UG;201602204;MQLN1987288;4534;42T0;76489050.13;3824452.51;Olson-Bernhard;Games, Shoes, Music, Outdoors & Books;myriam_dicki@sengermckenzie.info;false
JMP1211539;John Navy;UG;201602204;RVCW1036953;4551;42R1;2684044.31;80521.33;Eichmann, Stamm and Beahan;Beauty, Kids & Games;nicole@zulaufmuller.co;true
JMP1211539;John Navy;UG;201602204;XNFR1267632;2166;22P3;31618933.98;3161893.4;Bartoletti, Marquardt and Braun;Industrial, Baby & Sports;spencer_bogan@zemlak.net;true
JMP1211539;John Navy;UG;201602204;JZSU1047117;4243;22H0;11360043.75;340801.31;Homenick, Little and Hills;Games, Kids & Baby;ozella_bergstrom@hintzhilll.name;true
JMP1211539;John Navy;UG;201602204;GYZW1033640;42TD;42UP;54838149.43;2741907.47;Fadel Inc;Home, Sports, Beauty, Outdoors & Movies;concepcion_greenfelder@tromp.net;true
JMP1211539;John Navy;UG;201602204;VDQU1693583;2201;22B0;11797839.91;1179783.99;Schinner-Skiles;Clothing, Baby, Computers & Sports;adela_senger@harveybauch.info;true
JMP1211539;John Navy;UG;201602204;JWFL1699855;42P4;42P3;44680592.8;2234029.64;Lakin LLC;Games;alyon@will.name;true
JMP1211539;John Navy;UG;201602204;ZFKB1071571;20T9;42VH;79995738.99;3999786.95;Rau LLC;Jewelery & Music;teagan@grady.name;false
JMP1211539;John Navy;UG;201602204;PKGS1837655;42T2;22UP;77831608.82;3891580.44;Pollich, DuBuque and Braun;Electronics, Shoes, Baby & Industrial;samara.bayer@jenkins.com;true
JMP1211539;John Navy;UG;201602204;GCZT1351705;44HR;L5R1;9415208.36;941520.84;Wiza Inc;Outdoors;tara_ziemann@cormier.org;true
JMP1211539;John Navy;UG;201602204;DKNI1752812;4211;22B0;32886558.35;3288655.84;Pouros-Robel;Shoes & Beauty;claud@lebsack.com;true
JMP1211539;John Navy;UG;201602204;JLGI1005295;8550;22R1;47961973.59;1438859.21;McCullough, Sipes and Kertzmann;Home, Garden & Games;paris@douglachuppe.com;true
JMP1211539;John Navy;UG;201602204;ZLMW1290684;45PC;42VH;1915177.77;57455.33;Wiza and Sons;Home, Books, Beauty, Games & Clothing;tremaine@shanahan.name;true
JMP1211539;John Navy;UG;201602204;KWFP1210278;40B3;22P1;12009872.26;360296.17;Hirthe, Friesen and Kemmer;Beauty, Kids, Games & Sports;elizabeth@cartwright.io;true
JMP1211539;John Navy;UG;201602204;UDWX1726724;22V0;L5G1;24557232.32;2455723.23;Renner, Cole and Miller;Sports, Shoes & Health;elwin_luettgen@doyletreutel.name;false
JMP1211539;John Navy;UG;201602204;CNDF1133998;2070;29P0;30642600.4;919278.01;Emmerich Group;Home;nella_murazik@bahringeryost.com;true
JMP1211539;John Navy;UG;201602204;WXPH1187224;4960;29P0;4851765.14;145552.95;Trantow-Kemmer;Shoes, Sports, Outdoors, Music & Home;summer.aufderhar@purdy.com;true
JMP1211539;John Navy;UG;201602204;AGYS1976985;2020;42P3;16079996.39;482399.89;Macejkovic-Fritsch;Home, Tools, Computers & Garden;maud@rutherfordglover.co;true
JMP1211539;John Navy;UG;201602204;LPEG1055456;20V0;22H0;2279967.86;68399.04;Hegmann-Hintz;Computers, Kids, Shoes, Toys & Movies;rosa@howe.co;true
JMP1211539;John Navy;UG;201602204;ZXKM1059312;L2H5;22B0;36725441.72;1836272.09;Bartell, Willms and Walsh;Garden, Sports, Automotive, Health & Movies;theresia_quitzon@breitenberghowe.info;true
JMP1211539;John Navy;UG;201602204;TPSG1031602;4599;22R1;19180439.17;959021.96;Howe-Friesen;Books;dennis@klockodickinson.name;true
JMP1211539;John Navy;UG;201602204;XWZJ1132347;4333;42R1;25500911.7;765027.35;Hermiston Inc;Sports, Baby, Industrial & Music;eli@harvey.io;true
JMP1211539;John Navy;UG;201602204;BSZT1582588;42R3;22P1;6102729.11;183081.87;Rempel, Bins and Haag;Health & Toys;lucas_cremin@oconnell.info;true
JMP1211539;John Navy;UG;201602204;MNYO1759723;4004;22VH;36860423.22;1843021.16;Windler, Haley and Schroeder;Movies, Industrial & Home;wendy.rogahn@wittingberge.org;true
JMP1211539;John Navy;UG;201602204;WXNI1669006;20R1;L5R1;8259903.88;247797.12;McDermott LLC;Toys;orrin@bayer.io;true
JMP1211539;John Navy;UG;201602204;EAXO1445920;24RS;12TR;75924832.9;2277744.99;Klocko-Wintheiser;Music, Jewelery, Health, Home & Tools;bennett_greenholt@beahanschiller.com;true
JMP1211539;John Navy;UG;201602204;QHPX1270305;4365;22G0;5684227.43;170526.82;Eichmann, Bosco and Friesen;Toys, Games & Outdoors;fabiola@kunze.com;true
JMP1211539;John Navy;UG;201602204;DXCH1565385;4661;22P3;62282878.35;1868486.35;Considine, Hermann and Moen;Jewelery;jacquelyn.sporer@leuschke.biz;false
JMP1211539;John Navy;UG;201602204;RSQW1568177;4551;29P0;15036028.47;1503602.85;Nitzsche-Herman;Computers, Jewelery, Movies, Music & Tools;marlen@pollich.biz;true
JMP1211539;John Navy;UG;201602204;KTJN1390270;45H5;22U1;16127168.54;806358.43;Dare-Farrell;Grocery, Kids, Beauty & Toys;ali@hirthekulas.com;true
JMP1211539;John Navy;UG;201602204;MWOL1016868;42RC;42T0;25814771.04;2581477.1;Feeney, Kuhn and Borer;Electronics & Baby;javon@torp.io;true
JMP1211539;John Navy;UG;201602204;HVWO1682562;4004;22UP;13717189.55;411515.69;Stroman-Parker;Automotive & Electronics;berenice_flatley@bashirianschmitt.info;true
JMP1211539;John Navy;UG;201602204;KYHI1158900;2065;42R1;33655720.61;1682786.03;Flatley Inc;Clothing, Movies, Kids, Electronics & Industrial;paxton@ondrickafeest.biz;true
QEF1881275;Simone;ML;201602185;ANZS1635126;L2G2;42G0;111448952.39;11144895.24;Abbott Inc;Kids & Shoes;jennie@beier.io;true
QEF1881275;Simone;ML;201602185;UKTE1804349;4067;22B0;6966814.79;209004.44;Tremblay, Cruickshank and Emard;Toys;doug_shields@zieme.io;true
QEF1881275;Simone;ML;201602185;QVCR1804814;4062;42P3;17606954.34;528208.63;Padberg, Hamill and Cremin;Movies;madge@upton.io;false
QEF1881275;Simone;ML;201602185;JZXM1977297;4201;22H0;44631031.56;1338930.95;Considine, Mohr and Schinner;Kids, Computers, Movies, Jewelery & Industrial;moses.lehner@larkin.co;true
QEF1881275;Simone;ML;201602185;EUSC1272857;4432;22G0;72706877.51;7270687.75;Miller, Heidenreich and Harber;Shoes, Sports, Clothing & Grocery;enrique@rempel.org;true
QEF1881275;Simone;ML;201602185;QLMW1875037;40B4;22U1;88260994.75;4413049.74;Feest-Friesen;Outdoors, Jewelery, Baby & Clothing;gabe@feestgoldner.net;true
QEF1881275;Simone;ML;201602185;TCSX1458896;22V4;42G0;75413408.58;7541340.86;Vandervort, Wiza and Bednar;Automotive;marielle@flatley.co;true
QEF1881275;Simone;ML;201602185;YRBH1797889;4215;22B0;85855271.04;2575658.13;Cole, Abshire and Trantow;Jewelery & Kids;clare_mayer@grimekiles.io;true
QEF1881275;Simone;ML;201602185;PKJE1169946;4361;49P0;57319040.87;1719571.23;Auer, Hilll and Bernhard;Sports, Garden, Clothing, Movies & Outdoors;ryder@rolfson.net;false
QEF1881275;Simone;ML;201602185;EQXW1484302;28GP;22U1;59113130.24;2955656.51;Skiles Inc;Sports & Electronics;sigrid@kuhlman.net;true
QEF1881275;Simone;ML;201602185;LBEO1578246;L5R2;22P3;3219175.6;96575.27;Becker Inc;Beauty & Automotive;dave_hauck@harber.biz;true
QEF1881275;Simone;ML;201602185;KQAD1805025;2160;42P3;7549538.24;377476.91;Feil-Walter;Sports, Games, Toys, Baby & Computers;novella@hammeswhite.co;true
QEF1881275;Simone;ML;201602185;JLWS1505784;2164;22UP;46396827.38;2319841.37;Hansen-Stehr;Tools;leonel@oreillywelch.com;true
QEF1881275;Simone;ML;201602185;GRCK1443153;40T0;22P3;2102372.83;210237.28;Mills LLC;Jewelery;eino.effertz@ryan.biz;true
QEF1881275;Simone;ML;201602185;ZDKH1950705;L2R3;45R1;28767299.52;2876729.95;Hayes-Stamm;Sports;josh.schoen@hicklelehner.io;true
QEF1881275;Simone;ML;201602185;ICEH1825395;4265;42R1;34573496.19;1037204.89;Hudson LLC;Music, Health & Industrial;nyah_hermiston@wolffmayert.info;true
QEF1881275;Simone;ML;201602185;PASZ1345612;20G3;42G0;113504026.24;3405120.79;Yundt-Funk;Books;kiley.bailey@brekkelakin.biz;true
QEF1881275;Simone;ML;201602185;WHUM1584784;2274;45UP;65091748.95;1952752.47;Lynch LLC;Kids, Sports, Tools, Beauty & Health;terrill@weimann.org;true
QEF1881275;Simone;ML;201602185;YJLW1006363;40P0;42VH;24293456.18;728803.69;Denesik-Pfannerstill;Garden, Automotive, Outdoors & Shoes;lacey_ankunding@swaniawski.name;true
QEF1881275;Simone;ML;201602185;OGDW1399431;24G2;22H0;2215320.62;221532.06;Wolf, Schneider and Deckow;Movies, Shoes, Toys & Music;madisen@goodwin.biz;true
QEF1881275;Simone;ML;201602185;ADMV1752357;4270;42U1;10258260.64;512913.03;Kessler Inc;Computers, Clothing, Industrial & Beauty;luisa.altenwerth@quigleyfarrell.info;true
QEF1881275;Simone;ML;201602185;OIRJ1626544;22P5;L5R1;149398456.59;14939845.66;Dickinson-Erdman;Automotive;unique@kertzmann.io;true
QEF1881275;Simone;ML;201602185;AUCD1915216;24HR;12TR;44895024.2;4489502.42;Welch LLC;Grocery, Home, Beauty, Health & Garden;ines_nolan@leuschke.com;true
QEF1881275;Simone;ML;201602185;UBXJ1916442;2240;42H0;5563588.77;278179.44;Funk, Powlowski and Jacobson;Industrial & Books;marilie_grimes@goldner.info;true
QEF1881275;Simone;ML;201602185;BDLT1611795;4052;42P1;40923157.0;4092315.7;Prohaska Group;Health, Toys & Jewelery;kaleigh.jacobs@rohanankunding.biz;true
QEF1881275;Simone;ML;201602185;ZWMR1133770;44RS;22P1;20966778.8;2096677.88;Bernhard, Jakubowski and Walker;Music, Sports & Computers;ladarius_jacobi@hilll.com;true
QEF1881275;Simone;ML;201602185;NUZH1378525;2131;12TR;19547469.69;1954746.97;Mueller and Sons;Books, Toys, Music, Health & Baby;adaline_goldner@mosciskijacobs.info;true
QEF1881275;Simone;ML;201602185;CHUK1088500;48UI;22VH;82485633.69;2474569.01;Kuhlman-Murray;Movies, Kids, Music & Electronics;fiona_bode@emard.org;true
QEF1881275;Simone;ML;201602185;GSRT1670570;4030;L5G1;82982512.79;8298251.28;Heaney-Flatley;Computers, Beauty & Toys;wendell_nader@brown.name;true
QEF1881275;Simone;ML;201602185;SGCE1906459;2279;45UP;7530015.99;753001.6;Emard Inc;Music;candelario_boyer@hoegerabbott.info;true
QPU1694193;Prestige;SB;201602166;YNTH1039222;2070;42UP;107940385.58;5397019.28;Sporer and Sons;Automotive;rhiannon_macgyver@corkery.biz;true
